timestamp,name,enduse,real[kWh],reactive[kVArh]
2020-01-01 07:00:00 PST,house:5,MICROWAVE,0.0129918,0.0132543
2020-01-01 07:00:00 PST,house:5,FREEZER,0.024072,0.0116586
2020-01-01 07:00:00 PST,house:5,REFRIGERATOR,0.0991736,0.0480319
2020-01-01 07:00:00 PST,house:5,RANGE,0.0185598,0.0115023
2020-01-01 07:00:00 PST,house:5,WATERHEATER,0.338983,0
2020-01-01 07:00:00 PST,house:5,CLOTHESWASHER,0.00660833,0.00320056
2020-01-01 07:00:00 PST,house:5,DRYER,0.057044,0.00812832
2020-01-01 07:00:00 PST,house:2,HVAC,0,0
2020-01-01 07:00:00 PST,house:2,LIGHTS,0.173706,0.0435349
2020-01-01 07:00:00 PST,house:2,PLUGS,0.212308,0.102825
2020-01-01 07:00:00 PST,house:2,DISHWASHER,0.00808777,0.00164229
2020-01-01 07:00:00 PST,house:2,MICROWAVE,0.0129918,0.0132543
2020-01-01 07:00:00 PST,house:2,FREEZER,0.024072,0.0116586
2020-01-01 07:00:00 PST,house:2,REFRIGERATOR,0.0991736,0.0480319
2020-01-01 07:00:00 PST,house:2,RANGE,0.0185598,0.0115023
2020-01-01 07:00:00 PST,house:2,WATERHEATER,0.338983,0
2020-01-01 07:00:00 PST,house:2,CLOTHESWASHER,0.00660833,0.00320056
2020-01-01 07:00:00 PST,house:2,DRYER,0.057044,0.00812832
2020-01-01 08:00:00 PST,house:8,HVAC,0,0
2020-01-01 08:00:00 PST,house:8,LIGHTS,0.153566,0.0384874
2020-01-01 08:00:00 PST,house:8,PLUGS,0.187692,0.0909035
2020-01-01 08:00:00 PST,house:8,DISHWASHER,0.0112853,0.00229157
2020-01-01 08:00:00 PST,house:8,MICROWAVE,0.0116927,0.0119289
2020-01-01 08:00:00 PST,house:8,FREEZER,0.0244208,0.0118275
2020-01-01 08:00:00 PST,house:8,REFRIGERATOR,0.0979339,0.0474315
2020-01-01 08:00:00 PST,house:8,RANGE,0.0167038,0.0103521
2020-01-01 08:00:00 PST,house:8,WATERHEATER,0.310734,0
2020-01-01 08:00:00 PST,house:8,CLOTHESWASHER,0.0099125,0.00480084
2020-01-01 08:00:00 PST,house:8,DRYER,0.0731049,0.0104169
2020-01-01 08:00:00 PST,house:5,HVAC,0,0
2020-01-01 08:00:00 PST,house:5,LIGHTS,0.153566,0.0384874
2020-01-01 08:00:00 PST,house:5,PLUGS,0.187692,0.0909035
2020-01-01 08:00:00 PST,house:5,DISHWASHER,0.0112853,0.00229157
2020-01-01 08:00:00 PST,house:5,MICROWAVE,0.0116927,0.0119289
2020-01-01 08:00:00 PST,house:5,FREEZER,0.0244208,0.0118275
2020-01-01 08:00:00 PST,house:5,REFRIGERATOR,0.0979339,0.0474315
2020-01-01 08:00:00 PST,house:5,RANGE,0.0167038,0.0103521
2020-01-01 08:00:00 PST,house:5,WATERHEATER,0.310734,0
2020-01-01 08:00:00 PST,house:5,CLOTHESWASHER,0.0099125,0.00480084
2020-01-01 08:00:00 PST,house:5,DRYER,0.0731049,0.0104169
2020-01-01 08:00:00 PST,house:2,HVAC,0,0
2020-01-01 08:00:00 PST,house:2,LIGHTS,0.153566,0.0384874
2020-01-01 08:00:00 PST,house:2,PLUGS,0.187692,0.0909035
2020-01-01 08:00:00 PST,house:2,DISHWASHER,0.0112853,0.00229157
2020-01-01 08:00:00 PST,house:2,MICROWAVE,0.0116927,0.0119289
2020-01-01 08:00:00 PST,house:2,FREEZER,0.0244208,0.0118275
2020-01-01 08:00:00 PST,house:2,REFRIGERATOR,0.0979339,0.0474315
2020-01-01 08:00:00 PST,house:2,RANGE,0.0167038,0.0103521
2020-01-01 08:00:00 PST,house:2,WATERHEATER,0.310734,0
2020-01-01 08:00:00 PST,house:2,CLOTHESWASHER,0.0099125,0.00480084
2020-01-01 08:00:00 PST,house:2,DRYER,0.0731049,0.0104169
2020-01-01 09:00:00 PST,house:8,HVAC,0,0
2020-01-01 09:00:00 PST,house:8,LIGHTS,0.140979,0.0353327
2020-01-01 09:00:00 PST,house:8,PLUGS,0.172308,0.0834524
2020-01-01 09:00:00 PST,house:8,DISHWASHER,0.0110972,0.00225338
2020-01-01 09:00:00 PST,house:8,MICROWAVE,0.011173,0.0113987
2020-01-01 09:00:00 PST,house:8,FREEZER,0.0245953,0.011912
2020-01-01 09:00:00 PST,house:8,REFRIGERATOR,0.0979339,0.0474315
2020-01-01 09:00:00 PST,house:8,RANGE,0.0159614,0.00989198
2020-01-01 09:00:00 PST,house:8,WATERHEATER,0.265537,0
2020-01-01 09:00:00 PST,house:8,CLOTHESWASHER,0.0118166,0.00572304
2020-01-01 09:00:00 PST,house:8,DRYER,0.0969193,0.0138103
2020-01-01 09:00:00 PST,house:5,HVAC,0,0
2020-01-01 09:00:00 PST,house:5,LIGHTS,0.140979,0.0353327
2020-01-01 09:00:00 PST,house:5,PLUGS,0.172308,0.0834524
2020-01-01 09:00:00 PST,house:5,DISHWASHER,0.0110972,0.00225338
2020-01-01 09:00:00 PST,house:5,MICROWAVE,0.011173,0.0113987
2020-01-01 09:00:00 PST,house:5,FREEZER,0.0245953,0.011912
2020-01-01 09:00:00 PST,house:5,REFRIGERATOR,0.0979339,0.0474315
2020-01-01 09:00:00 PST,house:5,RANGE,0.0159614,0.00989198
2020-01-01 09:00:00 PST,house:5,WATERHEATER,0.265537,0
2020-01-01 09:00:00 PST,house:5,CLOTHESWASHER,0.0118166,0.00572304
